"","YearStart","LocationDesc","Class","Question","Data_Value","StratificationCategory1","Stratification1"
"227",2013,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"228",2013,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",53,"Race/Ethnicity","American Indian/Alaska Native"
"229",2013,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",14.8,"Race/Ethnicity","2 or more races"
"230",2013,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",23.5,"Race/Ethnicity","Other"
"231",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.2,"Gender","Male"
"232",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.9,"Total","Total"
"233",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.1,"Gender","Male"
"234",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.8,"Gender","Female"
"235",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.1,"Education","Less than high school"
"236",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.8,"Education","High school graduate"
"237",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",6.6,"Race/Ethnicity","Asian"
"238",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.1,"Education","Some college or technical school"
"239",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",21.6,"Education","College graduate"
"240",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",16.6,"Age (years)","18 - 24"
"241",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.1,"Age (years)","25 - 34"
"242",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.3,"Age (years)","35 - 44"
"243",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.9,"Age (years)","45 - 54"
"244",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.5,"Age (years)","55 - 64"
"245",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",24.7,"Age (years)","65 or older"
"246",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.6,"Income","Less than $15,000"
"247",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.6,"Income","$15,000 - $24,999"
"248",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.4,"Income","$25,000 - $34,999"
"249",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",31.4,"Income","$35,000 - $49,999"
"250",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.9,"Income","$50,000 - $74,999"
"251",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.5,"Income","$75,000 or greater"
"252",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",23.2,"Income","Data not reported"
"253",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.4,"Race/Ethnicity","Non-Hispanic White"
"254",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36.7,"Race/Ethnicity","Non-Hispanic Black"
"255",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34,"Race/Ethnicity","Hispanic"
"256",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"257",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",44.6,"Race/Ethnicity","American Indian/Alaska Native"
"258",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.5,"Race/Ethnicity","2 or more races"
"259",2014,"Arizona","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.1,"Race/Ethnicity","Other"
"260",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.1,"Gender","Female"
"261",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",37.2,"Age (years)","55 - 64"
"262",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.5,"Total","Total"
"263",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34,"Gender","Male"
"264",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.1,"Gender","Female"
"265",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",38.9,"Education","Less than high school"
"266",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36,"Education","High school graduate"
"267",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.7,"Education","Some college or technical school"
"268",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.7,"Education","College graduate"
"269",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.1,"Age (years)","18 - 24"
"270",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.7,"Age (years)","25 - 34"
"271",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",43.4,"Age (years)","35 - 44"
"272",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",40.4,"Age (years)","45 - 54"
"273",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",25.9,"Age (years)","65 or older"
"274",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",37.6,"Income","Less than $15,000"
"275",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",38.5,"Income","$15,000 - $24,999"
"276",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.2,"Income","$25,000 - $34,999"
"277",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36,"Income","$35,000 - $49,999"
"278",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",37.9,"Income","$50,000 - $74,999"
"279",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",29.6,"Age (years)","18 - 24"
"280",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30,"Income","$75,000 or greater"
"281",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",30.2,"Income","Data not reported"
"282",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.6,"Race/Ethnicity","Non-Hispanic White"
"283",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",41.9,"Race/Ethnicity","Non-Hispanic Black"
"284",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",41,"Race/Ethnicity","Hispanic"
"285",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Asian"
"286",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"287",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",46,"Race/Ethnicity","American Indian/Alaska Native"
"288",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33,"Race/Ethnicity","2 or more races"
"289",2012,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Other"
"290",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.6,"Total","Total"
"291",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",39.6,"Education","Less than high school"
"292",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",36,"Education","High school graduate"
"293",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.5,"Education","Some college or technical school"
"294",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",27.2,"Education","College graduate"
"295",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.2,"Age (years)","25 - 34"
"296",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",42.1,"Age (years)","35 - 44"
"297",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",37.9,"Age (years)","45 - 54"
"298",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",38.5,"Age (years)","55 - 64"
"299",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",26.4,"Age (years)","65 or older"
"300",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",41.5,"Income","Less than $15,000"
"301",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.3,"Income","$15,000 - $24,999"
"302",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.3,"Income","$25,000 - $34,999"
"303",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",34.6,"Income","$35,000 - $49,999"
"304",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33,"Income","$50,000 - $74,999"
"305",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",28.2,"Income","$75,000 or greater"
"306",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.2,"Income","Data not reported"
"307",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",32.3,"Race/Ethnicity","Non-Hispanic White"
"308",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",46.2,"Race/Ethnicity","Non-Hispanic Black"
"309",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",42.5,"Race/Ethnicity","Hispanic"
"310",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Asian"
"311",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Hawaiian/Pacific Islander"
"312",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",20.3,"Race/Ethnicity","American Indian/Alaska Native"
"313",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",33.9,"Race/Ethnicity","2 or more races"
"314",2013,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",NA,"Race/Ethnicity","Other"
"315",2014,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",23.9,"Age (years)","18 - 24"
"316",2014,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.9,"Total","Total"
"317",2014,"Arkansas","Obesity / Weight Status","Percent of adults aged 18 years and older who have obesity",35.8,"Gender","Male"
